time,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,data121,data122,data123,data124,data125,data126,data127,data128,data129,data130,data131,data132,data133,data134,data135,data136,data137,data138,data139,data140,data141,data142,data143,data144,data145,data146,data147,data148,data149,data150,data151,data152,data153,data154,data155,data156,data157,data158,data159,data160,data161,data162,data163,data164,data165,data166,data167,data168,data169,data170,data171,data172,data173,data174,data175,data176,data177,data178,data179,data180,data181,data182,data183,data184,data185,data186,data187,data188,data189,data190,data191,data192,data193,data194,data195,data196,data197,data198,data199,data200,data201,data202,data203,data204,data205,data206,data207,data208,data209,data210,data211,data212,data213,data214,data215,data216,data217,data218,data219,data220,data221,data222,data223,data224,data225,data226,data227,data228,data229,data230,data231,data232,data233,data234,data235,data236,data237,data238,data239,data240,data241,data242,data243,data244,data245,data246,data247,data248,data249,data250,data251,data252,data253,data254,data255,data256,data257,data258,data259,data260,data261,data262,data263,data264,data265,data266,data267,data268,data269,data270,data271,data272,data273,data274,data275,data276,data277,data278,data279,data280,data281,data282,data283,data284,data285,data286,data287,data288,data289,data290,data291,data292,data293,data294,data295,data296,data297,data298,data299,data300,data301,data302,data303,data304,data305,data306,data307,data308,data309,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,class
1097,83,-80,4,0,0,0,0,0,0,0,-1,-2,-1,-7,-2,-7,-2,-7,-2,-8,-2,-8,-2,-8,-2,-8,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,-2,-6,-3,-6,-3,-6,-3,-5,-4,-5,-4,-5,-4,-5,-4,-4,-5,-4,-5,-4,-6,-4,-7,-4,-4,-2,-8,-4,-8,-4,-9,-4,-9,-4,-10,-4,-10,-4,-10,-5,-10,-5,-10,-5,-10,-5,-10,-6,-10,-6,-10,-6,-10,-6,-10,-6,-10,-6,-10,-7,-9,-7,-9,-6,-9,-6,-8,-6,-8,-7,-8,-7,-8,-7,-8,-7,-8,-6,-2,-2,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-1,-11,-1,-11,-2,-12,-3,-12,-3,-13,-3,-13,-3,-13,-3,-14,-4,-13,-4,-13,-4,-13,-4,-13,-4,-13,-4,-14,-4,-13,-4,-13,-4,-13,-4,-12,-4,-12,-5,-11,-6,-11,-6,-10,-7,-9,-7,-8,-8,-8,-8,-7,-9,-7,-10,-7,-11,-6,-12,-6,-14,-5,-14,-6,-15,-6,-16,-6,-17,-6,-18,-6,-19,-6,-19,-7,-19,-8,-19,-8,-19,-9,-19,-10,-19,-11,-19,-11,-18,-11,-18,-11,-18,-11,-17,-11,-17,-11,-16,-11,-15,-11,-15,-11,-15,-12,-15,-13,-15,-12,-14,-12,-14,-10,-5,-3,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-1,-1,2,1,11,11,38,40,37,42,35,44,32,46,29,47,25,46,22,46,19,46,17,46,15,47,14,47,13,46,12,45,10,43,10,41,10,40,10,39,9,37,9,35,9,35,8,34,8,33,8,33,8,33,9,33,9,32,11,30,8,29,9,28,10,28,10,27,10,27,11,27,11,26,11,25,11,25,12,24,12,24,11,23,11,23,11,22,11,22,10,21,10,20,9,19,8,18,8,16,7,15,6,15,6,14,6,12,6,11,6,9,7,7,7,6,8,5,8,5,1,0,stu_r
1098,83,-80,4,0,0,0,0,0,0,0,-2,-1,-5,-4,-5,-4,-5,-4,-5,-4,-6,-4,-6,-4,-5,-4,-6,-4,-6,-4,-5,-4,-6,-4,-6,-4,-5,-4,-5,-3,-5,-3,-5,-2,-5,-2,-5,-1,-5,-1,-5,0,-5,0,-5,1,-5,1,-6,2,-6,2,-7,3,-4,1,-7,3,-8,4,-8,4,-9,5,-9,4,-10,4,-11,4,-11,4,-11,4,-11,3,-11,3,-11,2,-11,1,-11,1,-11,1,-11,1,-11,1,-11,1,-10,1,-10,1,-10,1,-9,1,-9,1,-8,0,-9,1,-8,1,-2,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-6,-7,-7,-7,-8,-7,-8,-6,-9,-7,-9,-7,-10,-7,-10,-7,-11,-7,-10,-7,-10,-7,-10,-7,-10,-7,-10,-7,-10,-7,-10,-7,-10,-6,-10,-5,-9,-5,-9,-3,-9,-2,-9,-2,-9,-1,-9,0,-9,1,-9,2,-9,3,-10,5,-11,6,-11,6,-12,8,-13,8,-13,9,-14,9,-15,10,-16,10,-17,10,-18,10,-18,10,-19,10,-20,9,-20,7,-20,6,-20,5,-20,6,-20,6,-19,5,-19,5,-18,4,-17,4,-16,4,-16,4,-16,4,-16,4,-15,4,-15,4,-14,4,-4,1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,54,9,54,10,55,13,55,16,52,18,49,20,47,21,46,22,45,24,43,26,41,27,40,28,39,29,37,29,34,27,34,26,35,25,32,23,30,22,31,21,31,20,31,20,30,20,30,20,30,20,30,18,30,18,29,17,29,16,29,14,28,13,28,13,30,13,30,12,30,12,30,11,29,11,28,11,28,11,28,11,28,11,28,11,27,11,25,11,24,11,22,10,20,10,19,10,18,10,17,10,15,10,13,8,12,8,10,6,9,5,9,3,8,2,0,0,stu_r
1099,83,-80,4,0,0,0,0,0,0,0,1,1,4,4,4,4,5,3,5,3,5,3,5,3,5,3,5,2,5,2,5,2,5,2,5,1,5,1,5,1,5,0,5,-1,4,-1,4,-2,3,-3,3,-3,3,-4,4,-4,3,-5,4,-6,4,-7,4,-8,2,-5,4,-10,4,-10,4,-11,5,-11,5,-11,6,-12,6,-12,6,-12,7,-12,7,-12,7,-12,7,-12,7,-12,7,-12,7,-12,7,-12,8,-11,7,-11,7,-10,7,-10,7,-10,7,-10,7,-10,6,-10,7,-9,7,-8,1,-2,0,0,0,0,0,0,0,0,0,0,1,1,8,7,8,7,9,6,10,5,9,6,9,6,10,6,10,5,10,5,10,5,10,4,10,3,10,3,10,2,10,2,10,1,10,1,9,0,9,-1,8,-2,8,-3,7,-4,7,-5,6,-7,6,-8,5,-9,5,-10,5,-12,5,-14,5,-15,3,-17,5,-18,5,-19,6,-20,6,-21,7,-22,7,-23,8,-23,8,-23,9,-23,10,-24,11,-24,11,-24,11,-23,11,-24,11,-23,11,-23,11,-22,11,-21,10,-20,10,-19,10,-19,10,-19,10,-19,10,-19,11,-18,12,-17,3,-6,0,-1,0,0,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-10,-12,-35,-47,-34,-47,-33,-50,-32,-52,-30,-52,-26,-50,-23,-50,-21,-50,-20,-50,-18,-50,-17,-50,-17,-50,-16,-49,-15,-47,-14,-44,-15,-41,-16,-40,-15,-37,-15,-35,-16,-34,-16,-33,-17,-32,-18,-31,-19,-30,-20,-29,-20,-28,-24,-23,-21,-24,-22,-23,-24,-21,-24,-20,-24,-20,-25,-20,-26,-19,-27,-18,-27,-17,-27,-16,-27,-16,-27,-15,-27,-14,-27,-14,-27,-13,-27,-12,-26,-12,-24,-11,-22,-10,-21,-10,-21,-9,-20,-9,-20,-8,-18,-7,-17,-6,-16,-5,-15,-1,-14,0,-13,2,-12,2,-2,0,stu_r
1100,83,-80,4,0,0,0,0,0,0,0,0,1,1,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,3,5,3,5,3,4,3,4,3,4,3,3,4,3,4,3,4,2,4,2,5,2,6,2,6,2,6,2,7,1,8,1,8,1,4,0,10,1,10,1,10,1,11,1,11,2,11,2,11,3,11,3,12,3,12,4,12,4,11,4,10,4,10,5,10,5,10,4,10,4,9,4,9,4,9,4,8,4,8,4,8,4,8,4,8,4,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,7,6,7,7,7,5,9,6,9,6,9,6,9,6,9,6,9,6,8,6,8,6,8,7,8,7,8,7,7,8,6,8,6,8,5,9,4,9,4,9,3,10,3,10,2,11,2,11,2,12,1,14,0,15,0,15,-1,16,-3,17,-1,18,-1,19,-1,20,-1,20,0,21,1,21,1,22,2,22,3,23,4,23,5,22,5,21,6,20,6,20,6,19,6,18,6,18,6,17,6,17,6,17,6,16,6,16,6,16,6,16,5,17,5,5,1,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-11,-8,-42,-29,-41,-31,-40,-34,-38,-37,-35,-38,-31,-38,-28,-39,-26,-40,-25,-41,-23,-42,-21,-42,-19,-41,-18,-41,-16,-39,-15,-37,-15,-36,-16,-34,-15,-32,-15,-30,-14,-30,-14,-30,-15,-30,-15,-30,-15,-29,-15,-29,-16,-28,-22,-23,-15,-26,-16,-26,-17,-24,-16,-24,-16,-24,-17,-24,-17,-24,-16,-23,-17,-23,-17,-22,-17,-21,-16,-21,-15,-21,-15,-20,-15,-19,-14,-19,-14,-19,-12,-17,-11,-16,-10,-15,-9,-14,-9,-14,-9,-13,-8,-12,-7,-10,-6,-9,-7,-6,-7,-4,-7,-2,-7,0,-1,0,stu_r
1101,83,-80,4,0,0,0,0,0,0,0,-2,-1,-7,-1,-7,0,-8,0,-8,0,-8,0,-8,-1,-8,-1,-8,-1,-8,-1,-8,-1,-8,0,-8,0,-8,0,-8,0,-8,0,-7,0,-7,0,-7,1,-6,1,-6,1,-6,1,-6,2,-6,2,-6,3,-6,4,-6,5,-3,2,-6,5,-6,5,-6,6,-6,6,-7,6,-8,6,-8,6,-8,7,-8,6,-9,6,-9,6,-9,6,-9,6,-9,5,-9,5,-9,4,-8,4,-8,4,-8,4,-8,3,-8,3,-8,3,-7,3,-7,4,-6,3,-7,3,-2,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-9,-6,-10,-5,-11,-5,-11,-4,-13,-3,-13,-3,-14,-3,-14,-3,-14,-3,-14,-3,-14,-3,-14,-3,-14,-3,-14,-3,-14,-3,-15,-3,-14,-3,-14,-2,-13,-2,-13,-1,-13,-1,-12,0,-12,0,-11,1,-11,2,-11,3,-11,4,-11,5,-12,6,-12,7,-14,6,-12,8,-12,9,-13,9,-13,9,-14,10,-15,10,-16,10,-16,10,-17,9,-17,9,-17,8,-17,8,-17,7,-18,7,-17,7,-17,6,-17,6,-16,5,-15,4,-15,4,-15,3,-14,4,-14,4,-13,4,-14,4,-15,3,-5,0,-1,0,0,-1,0,-1,-1,-1,0,0,0,0,-2,0,-1,-1,2,-1,15,-4,50,-13,51,-11,52,-8,52,-5,51,-2,49,2,47,5,46,7,45,9,44,10,44,11,43,12,41,12,39,13,37,13,35,12,34,11,32,10,30,9,30,9,29,9,28,9,28,8,28,7,28,6,27,6,26,10,26,4,25,3,25,2,24,1,24,0,25,0,24,0,24,0,24,-1,24,-2,24,-2,23,-2,23,-3,23,-3,23,-3,22,-3,21,-2,20,-2,18,-2,17,-1,16,-1,15,-2,15,-2,14,-3,13,-3,12,-3,11,-2,10,-3,9,-4,9,-5,1,-1,stu_r
1102,83,-80,4,0,0,0,0,0,0,0,-2,0,-8,3,-8,3,-8,3,-8,3,-8,3,-8,3,-8,3,-9,3,-9,4,-9,4,-8,4,-8,4,-8,5,-8,5,-7,5,-7,5,-7,5,-6,6,-6,6,-6,6,-7,6,-6,7,-6,7,-6,8,-6,8,-6,8,-3,4,-6,9,-6,10,-6,10,-6,10,-7,10,-7,10,-8,11,-8,11,-9,11,-9,10,-9,10,-9,9,-9,9,-9,8,-9,8,-9,8,-9,8,-9,7,-8,6,-8,6,-8,6,-8,6,-8,6,-8,7,-7,6,-7,5,-2,1,0,0,0,0,0,0,0,0,-1,-1,-2,0,-12,5,-11,6,-12,7,-13,8,-13,7,-13,7,-13,7,-14,7,-13,8,-14,8,-14,9,-14,9,-14,9,-14,9,-13,10,-13,10,-13,10,-13,11,-12,11,-12,11,-11,12,-10,12,-9,13,-9,13,-9,13,-8,14,-8,15,-8,16,-8,17,-8,17,-5,20,-8,19,-8,19,-8,20,-8,20,-9,20,-9,21,-10,22,-11,22,-12,22,-12,21,-12,21,-13,20,-13,19,-13,19,-14,19,-14,18,-13,17,-13,16,-13,15,-13,14,-12,14,-12,14,-12,14,-12,15,-12,14,-13,12,-4,2,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,6,-12,26,-43,28,-42,32,-41,35,-40,35,-37,36,-34,38,-32,39,-31,39,-28,39,-25,39,-23,39,-22,38,-20,36,-18,34,-17,33,-18,31,-18,30,-17,29,-17,28,-16,27,-16,27,-17,26,-16,25,-16,24,-17,23,-17,21,-19,22,-17,21,-18,20,-18,19,-18,18,-18,18,-18,19,-19,19,-19,18,-20,16,-20,16,-20,16,-19,16,-19,16,-19,16,-19,15,-19,14,-18,13,-17,13,-16,12,-16,11,-15,11,-13,10,-13,8,-12,7,-12,6,-11,4,-12,1,-11,-1,-11,-2,-11,-1,-2,stu_r
1103,83,-80,4,0,0,0,0,0,0,0,0,1,2,4,2,4,3,4,3,5,3,5,3,4,3,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,4,2,4,1,4,1,4,0,4,0,4,0,5,-1,5,-1,6,-2,6,-2,7,-3,7,-4,4,-2,9,-4,9,-4,10,-4,10,-5,10,-4,11,-4,11,-4,12,-4,12,-4,12,-4,12,-4,12,-3,12,-3,12,-3,12,-3,12,-2,12,-2,11,-2,11,-2,11,-2,11,-1,10,-1,10,-2,10,-2,10,-2,10,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,6,7,7,7,7,6,8,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,7,4,7,3,7,2,8,1,8,0,8,-1,8,-2,8,-2,9,-3,9,-5,10,-6,11,-7,12,-8,12,-9,12,-12,14,-10,15,-11,15,-11,16,-12,17,-12,18,-12,20,-12,20,-11,21,-11,21,-12,21,-11,21,-10,21,-10,21,-10,21,-10,20,-10,20,-9,19,-8,19,-8,19,-7,19,-7,19,-8,18,-8,18,-8,19,-8,19,-7,5,-3,1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-4,-14,-11,-53,-9,-54,-7,-56,-5,-56,-3,-55,-1,-53,1,-53,3,-52,4,-50,6,-49,6,-48,6,-47,7,-46,7,-44,7,-42,6,-42,5,-41,5,-39,5,-37,5,-36,5,-36,4,-35,3,-34,2,-33,1,-33,0,-32,-5,-31,0,-30,-1,-30,-2,-29,-3,-28,-3,-27,-3,-27,-3,-27,-4,-26,-4,-24,-6,-23,-6,-23,-6,-22,-6,-21,-6,-20,-6,-20,-7,-19,-7,-17,-6,-16,-5,-15,-5,-14,-6,-13,-5,-12,-5,-10,-5,-8,-5,-7,-4,-6,-5,-4,-6,-2,-6,0,-7,1,-1,0,stu_r
1104,83,-80,4,0,0,0,0,0,0,0,2,-6,8,-21,7,-20,6,-20,5,-19,4,-17,4,-16,3,-15,2,-15,1,-15,0,-15,0,-15,-1,-15,-1,-14,-1,-13,-2,-12,-3,-12,-4,-12,-4,-11,-5,-10,-5,-10,-6,-9,-7,-9,-8,-10,-10,-10,-11,-10,-11,-10,-6,-5,-14,-10,-15,-10,-16,-11,-16,-13,-16,-13,-17,-15,-17,-16,-17,-17,-17,-18,-17,-19,-15,-20,-13,-20,-12,-20,-12,-20,-11,-19,-11,-19,-10,-19,-9,-19,-8,-18,-8,-17,-8,-17,-7,-17,-7,-16,-6,-16,-6,-15,-7,-14,-2,-4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_r
1105,83,-80,4,0,0,0,0,0,0,0,2,-7,10,-27,9,-25,8,-25,6,-24,4,-22,2,-21,1,-20,0,-20,-1,-20,-2,-20,-4,-21,-5,-21,-4,-21,-4,-20,-3,-19,-3,-18,-3,-17,-4,-17,-5,-16,-5,-15,-6,-14,-6,-13,-6,-12,-8,-11,-10,-10,-10,-10,-7,-5,-15,-8,-15,-7,-17,-6,-18,-6,-19,-7,-21,-8,-22,-10,-23,-12,-24,-14,-24,-15,-23,-15,-21,-16,-21,-17,-21,-17,-19,-17,-18,-18,-17,-19,-17,-18,-16,-18,-16,-17,-16,-17,-15,-17,-15,-17,-16,-17,-14,-18,-11,-20,-3,-5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_r
1106,83,-80,4,0,0,0,0,0,0,0,-1,0,0,2,0,2,0,3,1,3,1,3,1,3,1,3,2,3,2,4,3,4,3,4,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,4,5,4,5,4,5,2,2,4,6,4,5,4,5,4,6,4,6,4,6,4,6,4,6,4,6,4,6,3,6,3,6,3,6,3,6,2,6,2,6,2,6,2,5,2,5,1,5,1,5,1,4,0,4,0,4,0,4,1,3,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-4,5,-3,5,-2,5,-1,5,0,5,0,5,1,5,2,5,2,5,3,5,3,6,4,6,4,6,5,7,6,7,6,8,7,8,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,10,8,10,8,10,8,10,10,10,8,10,8,10,9,10,8,10,8,10,9,11,8,11,8,11,8,11,8,11,8,11,7,11,6,11,6,11,6,11,5,11,5,11,4,10,4,9,3,9,3,9,2,8,2,8,1,7,1,7,2,6,0,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,-3,-2,-14,-9,-44,-28,-44,-30,-43,-32,-42,-34,-40,-36,-37,-37,-34,-38,-32,-39,-30,-41,-28,-42,-27,-43,-25,-43,-23,-43,-22,-43,-20,-42,-19,-40,-19,-39,-16,-37,-15,-36,-14,-35,-13,-34,-13,-34,-13,-34,-13,-33,-14,-33,-14,-32,-14,-31,-13,-29,-13,-29,-13,-28,-13,-27,-13,-27,-13,-27,-12,-26,-13,-26,-13,-26,-13,-25,-12,-25,-12,-24,-11,-24,-11,-23,-11,-23,-10,-22,-9,-21,-8,-19,-7,-18,-7,-17,-7,-17,-7,-16,-6,-15,-6,-14,-6,-12,-5,-11,-6,-9,-6,-8,-6,-7,-6,-7,-2,-2,stu_r
1107,83,-80,4,0,0,0,0,0,0,0,-5,-1,-19,-4,-18,-4,-19,-3,-19,-2,-19,-1,-18,0,-17,0,-17,1,-17,2,-18,3,-19,4,-19,5,-19,5,-19,5,-19,6,-19,8,-19,9,-19,9,-19,9,-20,10,-20,11,-20,11,-20,11,-22,12,-23,13,-24,14,-12,7,-24,14,-25,15,-26,15,-27,14,-27,12,-27,12,-28,12,-28,10,-28,9,-27,9,-26,8,-26,5,-25,5,-24,5,-23,5,-23,5,-22,4,-21,4,-19,3,-19,3,-18,3,-17,2,-15,2,-15,1,-14,1,-14,3,-4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_r
1108,83,-80,4,0,0,0,0,0,0,0,5,2,23,6,25,5,25,7,23,6,21,6,22,9,23,9,23,4,23,3,23,5,22,6,21,5,21,4,20,4,19,3,19,0,18,-1,18,-1,19,-1,20,-2,21,-3,21,-3,21,-2,22,-3,23,-3,24,-3,12,-2,25,-3,25,-4,25,-3,25,-3,24,-2,24,-2,25,-1,25,-1,25,-1,25,0,24,1,23,2,23,2,23,1,23,0,23,1,23,2,23,2,22,3,21,4,20,5,20,5,20,5,19,5,17,7,18,7,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,83,-80,4,0,0,0,0,0,0,0,4,0,18,3,17,4,18,4,18,3,18,3,17,3,17,3,17,3,17,3,17,3,17,2,17,2,16,2,16,2,16,1,16,0,15,0,15,0,15,-1,15,-1,15,-1,16,-2,16,-2,17,-2,18,-3,18,-3,9,-2,19,-3,19,-3,19,-3,19,-3,18,-2,19,-2,19,-2,19,-2,19,-2,19,-2,18,-1,18,-1,18,-1,18,-1,17,-1,17,-1,17,-1,17,0,16,0,16,0,16,0,16,1,16,0,15,0,15,1,15,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,83,-80,4,0,0,0,0,0,0,0,-1,2,-3,10,-3,9,-2,9,0,9,-1,9,-3,8,-2,6,-1,7,-2,7,-3,6,-2,6,-2,7,-2,8,-2,9,-2,9,-2,7,-1,6,0,7,0,7,-1,7,0,7,0,6,1,7,1,7,2,7,2,7,1,3,2,7,2,8,3,8,3,8,2,8,2,8,2,9,2,9,3,9,3,9,3,9,2,9,2,8,2,8,2,8,2,9,1,9,1,8,1,8,1,8,1,8,1,7,1,7,1,7,1,7,1,7,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,4,-2,6,0,6,2,6,0,8,0,8,0,9,-1,9,-1,8,-2,9,-1,8,-1,7,-2,7,-3,7,-2,6,-2,6,-1,7,0,7,0,7,1,7,1,6,1,6,1,6,1,6,1,6,2,6,2,6,2,6,3,6,3,6,5,6,4,6,4,6,4,6,4,6,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,3,7,3,6,3,6,3,6,3,6,3,6,3,5,3,6,3,6,0,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-5,-7,-17,-28,-16,-29,-14,-30,-13,-31,-11,-31,-9,-30,-7,-30,-6,-30,-4,-30,-3,-29,-2,-29,-1,-28,0,-28,0,-26,1,-26,0,-25,1,-24,1,-23,1,-22,2,-21,2,-21,2,-20,2,-20,2,-19,2,-19,1,-18,1,-17,2,-17,1,-16,0,-15,0,-15,0,-14,0,-14,0,-13,0,-13,-1,-13,-1,-12,-1,-12,-2,-11,-2,-11,-2,-10,-2,-10,-2,-9,-3,-9,-3,-8,-3,-7,-3,-7,-3,-7,-4,-6,-4,-6,-4,-5,-4,-4,-4,-4,-5,-3,-5,-3,-5,-2,-5,-2,-1,-1,
1111,83,-80,4,0,0,0,0,0,0,0,2,-4,11,-13,10,-13,10,-14,10,-14,9,-14,9,-14,9,-14,9,-14,9,-14,8,-14,8,-15,7,-15,7,-15,7,-15,6,-15,5,-15,4,-15,4,-15,3,-15,2,-16,2,-17,1,-17,2,-17,1,-19,1,-20,0,-20,0,-11,1,-22,1,-23,1,-24,1,-23,2,-23,2,-24,3,-25,4,-25,5,-25,5,-24,5,-24,6,-23,7,-23,7,-22,7,-21,7,-21,7,-20,7,-19,7,-18,7,-17,7,-16,6,-16,6,-16,6,-15,6,-15,7,-14,1,-4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,83,-80,4,0,0,0,0,0,0,0,1,3,7,14,8,13,8,13,9,13,9,12,9,12,9,11,9,11,9,10,9,10,10,10,10,9,10,8,10,8,10,7,11,6,11,5,11,5,12,4,13,4,14,3,14,3,15,3,16,3,18,3,19,3,9,1,20,4,21,4,22,4,21,5,21,6,22,7,22,8,22,9,22,9,22,9,21,10,20,11,19,11,19,11,17,11,17,11,17,11,15,11,14,11,13,11,12,11,12,11,12,10,11,9,10,9,11,9,3,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
